,Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
1873,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1874,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1875,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1876,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1877,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1878,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1879,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1880,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1881,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1882,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1883,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1884,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1885,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1886,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1887,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1888,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1889,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1890,Jeep Compass 2.0 Limited,2017,1650000,50000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1891,Jeep Compass 2.0 Limited,2017,1515000,15000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1892,Jeep Compass 2.0 Limited,2017,1550000,120000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1893,Jeep Compass 2.0 Limited 4X4,2017,1950000,70000,Diesel,Individual,Manual,First Owner,16.0,1956.0,170.0,350.0,5.0
1894,Jeep Compass 2.0 Limited 4X4,2017,1800000,45000,Diesel,Individual,Manual,First Owner,16.0,1956.0,170.0,350.0,5.0
1895,Jeep Compass 2.0 Limited 4X4,2017,1511000,32000,Diesel,Individual,Manual,First Owner,16.0,1956.0,170.0,350.0,5.0
1896,Jeep Compass 2.0 Limited Option,2017,1325000,30000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1897,Jeep Compass 2.0 Limited Option,2017,1650000,69123,Diesel,Dealer,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1898,Jeep Compass 2.0 Limited Option,2017,1500000,12000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1899,Jeep Compass 2.0 Limited Option 4X4,2017,1920000,20000,Diesel,Individual,Manual,Second Owner,16.0,1956.0,170.0,350.0,5.0
1900,Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1901,Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1902,Jeep Compass 2.0 Longitude Option BSIV,2017,1689999,60000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1903,Jeep Compass 2.0 Longitude Option BSIV,2017,1550000,50000,Diesel,Individual,Manual,First Owner,17.0,1956.0,170.0,350.0,5.0
1904,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.0,3604.0,280.0,347.0,5.0
1905,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.0,3604.0,280.0,347.0,5.0
1906,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.0,3604.0,280.0,347.0,5.0
1907,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.0,3604.0,280.0,347.0,5.0
1908,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.0,3604.0,280.0,347.0,5.0
1909,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Individual,Automatic,First Owner,9.0,3604.0,280.0,347.0,5.0
1910,Mahindra Bolero 2011-2019 DI - AC BS III,2017,700000,70000,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180.0,9.0
1911,Mahindra Bolero 2011-2019 EX AC,2017,675000,70000,Diesel,Individual,Manual,Second Owner,15.0,2523.0,62.0,195.0,7.0
1912,Mahindra Bolero 2011-2019 EX AC,2017,760000,90000,Diesel,Individual,Manual,Second Owner,15.0,2523.0,62.0,195.0,7.0
1913,Mahindra Bolero 2011-2019 SLX,2017,710000,70000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
1914,Mahindra Bolero 2011-2019 SLX,2017,700000,70000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
1915,Mahindra Bolero 2011-2019 ZLX,2017,800000,35000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
1916,Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1917,Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1918,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180.0,9.0
1919,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2017,580000,95000,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180.0,9.0
1920,Mahindra Bolero Power Plus SLE,2017,660000,45000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1921,Mahindra Bolero Power Plus SLE,2017,620000,40000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1922,Mahindra Bolero Power Plus SLE,2017,735000,70000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1923,Mahindra Bolero Power Plus SLE,2017,620000,100000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1924,Mahindra Bolero Power Plus SLE,2017,650000,120000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1925,Mahindra Bolero Power Plus SLX,2017,690000,60000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1926,Mahindra Bolero Power Plus SLX,2017,620000,100000,Diesel,Individual,Manual,Second Owner,16.0,1493.0,70.0,195.0,7.0
1927,Mahindra Bolero Power Plus ZLX,2017,680000,90000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1928,Mahindra Bolero Power Plus ZLX,2017,640000,90000,Diesel,Individual,Manual,First Owner,16.0,1493.0,70.0,195.0,7.0
1929,Mahindra Bolero Power Plus ZLX,2017,660000,60000,Diesel,Individual,Manual,Second Owner,16.0,1493.0,70.0,195.0,7.0
1930,Mahindra Ingenio CRDe,2017,600000,60000,Diesel,Individual,Manual,First Owner,18.979311214835374,1458.455784029267,91.28908219868886,168.313525107242,5.0
1931,Mahindra KUV 100 D75 K8,2017,400000,30000,Diesel,Individual,Manual,First Owner,25.0,1198.0,77.0,190.0,6.0
1932,Mahindra KUV 100 D75 K8 Dual Tone,2017,690000,40000,Diesel,Individual,Manual,First Owner,25.0,1198.0,77.0,190.0,6.0
1933,Mahindra KUV 100 mFALCON D75 K2,2017,450000,120000,Diesel,Individual,Manual,First Owner,25.0,1198.0,77.0,190.0,6.0
1934,Mahindra KUV 100 mFALCON D75 K4,2017,400000,50000,Diesel,Individual,Manual,First Owner,25.0,1198.0,77.0,190.0,6.0
1935,Mahindra KUV 100 mFALCON D75 K6,2017,500000,50000,Diesel,Individual,Manual,First Owner,25.0,1198.0,77.0,190.0,6.0
1936,Mahindra KUV 100 mFALCON D75 K8,2017,380000,80000,Diesel,Individual,Manual,First Owner,25.0,1198.0,77.0,190.0,6.0
1937,Mahindra KUV 100 mFALCON D75 K8,2017,500000,35000,Diesel,Individual,Manual,First Owner,25.0,1198.0,77.0,190.0,6.0
1938,Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,82.0,115.0,6.0
1939,Mahindra KUV 100 mFALCON G80 K4,2017,360000,29000,Petrol,Individual,Manual,First Owner,18.0,1198.0,82.0,115.0,6.0
1940,Mahindra KUV 100 mFALCON G80 K6 AW,2017,325000,5000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,82.0,115.0,6.0
1941,Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000,59000,Petrol,Individual,Manual,First Owner,18.0,1198.0,82.0,115.0,5.0
1942,Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,430000,20000,Petrol,Individual,Manual,Second Owner,18.0,1198.0,82.0,115.0,6.0
1943,Mahindra NuvoSport N8 AMT,2017,650000,60000,Diesel,Individual,Automatic,First Owner,17.0,1493.0,100.0,240.0,7.0
1944,Mahindra Scorpio 1.99 S10,2017,1300000,50000,Diesel,Individual,Manual,Second Owner,15.0,1997.0,120.0,280.0,7.0
1945,Mahindra Scorpio 1.99 S10,2017,1250000,95000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
1946,Mahindra Scorpio Intelli Hybrid S10 4WD,2017,1050000,90000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
1947,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,45000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
1948,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,880000,46000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
1949,Mahindra Scorpio Intelli Hybrid S6 Plus,2017,891000,80000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
1950,Mahindra Scorpio S2 7 Seater,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.0,2523.0,75.0,200.0,7.0
1951,Mahindra Scorpio S2 7 Seater,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.0,2523.0,75.0,200.0,7.0
1952,Mahindra Scorpio S4 7 Seater,2017,950000,61379,Diesel,Dealer,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
1953,Mahindra Scorpio S4 Plus,2017,950000,52236,Diesel,Dealer,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
1954,Mahindra Scorpio S4 Plus 4WD,2017,950000,54470,Diesel,Dealer,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
1955,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.0,2498.0,105.0,247.0,6.0
1956,Mahindra Thar CRDe,2017,775000,35000,Diesel,Individual,Manual,First Owner,16.0,2498.0,105.0,247.0,6.0
1957,Mahindra Thar CRDe,2017,800000,60000,Diesel,Individual,Manual,Second Owner,16.0,2498.0,105.0,247.0,6.0
1958,Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.0,1493.0,100.0,240.0,7.0
1959,Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Diesel,Individual,Manual,Second Owner,18.0,1493.0,100.0,240.0,7.0
1960,Mahindra TUV 300 mHAWK100 T8,2017,725000,100000,Diesel,Individual,Manual,Second Owner,18.0,1493.0,100.0,240.0,7.0
1961,Mahindra TUV 300 mHAWK100 T8,2017,725000,40000,Diesel,Dealer,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1962,Mahindra TUV 300 mHAWK100 T8,2017,700000,60000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1963,Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,750000,60000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1964,Mahindra TUV 300 T4,2017,509999,142000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1965,Mahindra TUV 300 T4,2017,600000,30000,Diesel,Individual,Manual,Second Owner,18.0,1493.0,100.0,240.0,7.0
1966,Mahindra TUV 300 T4 Plus,2017,660000,82000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1967,Mahindra TUV 300 T4 Plus,2017,700000,38000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1968,Mahindra TUV 300 T6 Plus,2017,645000,60000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1969,Mahindra TUV 300 T6 Plus,2017,700000,54188,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1970,Mahindra TUV 300 T6 Plus,2017,750000,60000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1971,Mahindra TUV 300 T8,2017,655000,126000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1972,Mahindra TUV 300 T8,2017,710000,120000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1973,Mahindra TUV 300 T8,2017,700000,40000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1974,Mahindra TUV 300 T8,2017,735000,70000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
1975,Mahindra TUV 300 T8 AMT,2017,660000,50000,Diesel,Individual,Automatic,First Owner,18.0,1493.0,100.0,230.0,7.0
1976,Mahindra XUV500 AT W6 2WD,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,330.0,7.0
1977,Mahindra XUV500 W10 2WD,2017,1625000,54000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1978,Mahindra XUV500 W10 2WD,2017,1325000,54000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1979,Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1980,Mahindra XUV500 W10 2WD,2017,1150000,42000,Diesel,Individual,Manual,Second Owner,16.0,2179.0,140.0,330.0,7.0
1981,Mahindra XUV500 W10 2WD,2017,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1982,Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1983,Mahindra XUV500 W10 2WD,2017,1500000,66953,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1984,Mahindra XUV500 W10 2WD,2017,1250000,60000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1985,Mahindra XUV500 W10 2WD,2017,1350000,20000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1986,Mahindra XUV500 W6 2WD,2017,1150000,43526,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
1987,Maruti Alto 800 CNG LXI,2017,260000,67000,CNG,Individual,Manual,First Owner,33.0,796.0,40.0,60.0,4.0
1988,Maruti Alto 800 LX,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1989,Maruti Alto 800 LX,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1990,Maruti Alto 800 LX Optional,2017,250000,42000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1991,Maruti Alto 800 LXI,2017,275000,28000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1992,Maruti Alto 800 LXI,2017,300000,50000,Petrol,Individual,Manual,Second Owner,24.0,796.0,47.0,69.0,5.0
1993,Maruti Alto 800 LXI,2017,275000,58000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1994,Maruti Alto 800 LXI,2017,310000,20000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1995,Maruti Alto 800 LXI,2017,285000,25000,Petrol,Individual,Manual,Second Owner,24.0,796.0,47.0,69.0,5.0
1996,Maruti Alto 800 LXI,2017,310000,15000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1997,Maruti Alto 800 LXI,2017,300000,80000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1998,Maruti Alto 800 LXI,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
1999,Maruti Alto 800 LXI,2017,290000,90000,Petrol,Individual,Manual,Second Owner,24.0,796.0,47.0,69.0,5.0
2000,Maruti Alto 800 LXI,2017,300000,27000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2001,Maruti Alto 800 LXI,2017,254000,40000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2002,Maruti Alto 800 LXI,2017,295000,15000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2003,Maruti Alto 800 LXI,2017,310000,54000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2004,Maruti Alto 800 LXI,2017,270000,35000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2005,Maruti Alto 800 LXI Optional,2017,316000,25000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2006,Maruti Alto 800 VXI,2017,268000,25000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2007,Maruti Alto 800 VXI,2017,310000,35000,Petrol,Individual,Manual,Second Owner,24.0,796.0,47.0,69.0,5.0
2008,Maruti Alto 800 VXI,2017,295000,35000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2009,Maruti Alto 800 VXI,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2010,Maruti Alto 800 VXI,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2011,Maruti Alto 800 VXI,2017,325000,23000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2012,Maruti Alto 800 VXI,2017,295000,80000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2013,Maruti Alto 800 VXI Optional,2017,330000,20000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
2014,Maruti Alto K10 LXI,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2015,Maruti Alto K10 LXI,2017,290000,10000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
2016,Maruti Alto K10 VXI,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2017,Maruti Alto K10 VXI,2017,350000,27000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2018,Maruti Alto K10 VXI,2017,320000,32000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
2019,Maruti Alto K10 VXI,2017,325000,3564,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2020,Maruti Alto K10 VXI,2017,330000,50000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2021,Maruti Alto K10 VXI,2017,370000,30000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2022,Maruti Alto K10 VXI,2017,335000,25000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2023,Maruti Alto K10 VXI,2017,250000,20000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2024,Maruti Alto K10 VXI,2017,350000,40000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2025,Maruti Alto K10 VXI AGS Optional,2017,400000,10000,Petrol,Individual,Automatic,First Owner,23.0,998.0,67.0,90.0,5.0
2026,Maruti Alto K10 VXI AGS Optional,2017,350000,15500,Petrol,Individual,Automatic,First Owner,23.0,998.0,67.0,90.0,5.0
2027,Maruti Alto K10 VXI Airbag,2017,382000,40000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2028,Maruti Alto K10 VXI Airbag,2017,340000,45000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2029,Maruti Baleno Alpha 1.2,2017,580000,20000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
2030,Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2031,Maruti Baleno Alpha 1.3,2017,800000,70000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2032,Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2033,Maruti Baleno Alpha 1.3,2017,680000,71000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2034,Maruti Baleno Alpha 1.3,2017,800000,35000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2035,Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Individual,Manual,Second Owner,27.0,1248.0,74.0,190.0,5.0
2036,Maruti Baleno Alpha 1.3,2017,740000,24400,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2037,Maruti Baleno Alpha CVT,2017,750000,51000,Petrol,Dealer,Automatic,First Owner,19.0,1197.0,81.0,113.0,5.0
2038,Maruti Baleno Delta,2017,570000,25272,Petrol,Trustmark Dealer,Manual,First Owner,21.0,1197.0,81.0,113.0,5.0
2039,Maruti Baleno Delta,2017,620000,37000,Petrol,Dealer,Manual,First Owner,21.0,1197.0,81.0,113.0,5.0
2040,Maruti Baleno Delta 1.2,2017,530000,30000,Petrol,Individual,Manual,Second Owner,21.0,1197.0,83.0,115.0,5.0
2041,Maruti Baleno Delta 1.2,2017,570000,35000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
2042,Maruti Baleno Delta 1.2,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,21.0,1197.0,83.0,115.0,5.0
2043,Maruti Baleno Delta 1.2,2017,550000,46000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
2044,Maruti Baleno Delta 1.3,2017,600000,20000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2045,Maruti Baleno Delta 1.3,2017,600000,56000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2046,Maruti Baleno Delta 1.3,2017,670000,36000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2047,Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
2048,Maruti Baleno Sigma 1.2,2017,530000,42000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
2049,Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
2050,Maruti Baleno Sigma 1.3,2017,625000,70000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2051,Maruti Baleno Zeta 1.2,2017,630000,35000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
2052,Maruti Baleno Zeta 1.2,2017,625000,15000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
2053,Maruti Baleno Zeta 1.3,2017,620000,30000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2054,Maruti Baleno Zeta Automatic,2017,745000,10000,Petrol,Individual,Automatic,First Owner,21.0,1197.0,83.0,115.0,5.0
2055,Maruti Baleno Zeta Diesel,2017,752000,28000,Diesel,Dealer,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
2056,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2057,Maruti Celerio VXI,2017,430000,10000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2058,Maruti Celerio VXI,2017,350000,20000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
2059,Maruti Celerio VXI,2017,380000,50000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2060,Maruti Celerio VXI,2017,425000,12000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2061,Maruti Celerio VXI AT,2017,400000,30000,Petrol,Individual,Automatic,Second Owner,23.0,998.0,67.0,90.0,5.0
2062,Maruti Celerio VXI AT,2017,450000,10000,Petrol,Individual,Automatic,First Owner,23.0,998.0,67.0,90.0,5.0
2063,Maruti Celerio X VXI Option BSIV,2017,395000,25000,Petrol,Individual,Manual,First Owner,21.0,998.0,67.0,90.0,5.0
2064,Maruti Celerio X ZXI Option BSIV,2017,400000,52000,Petrol,Individual,Manual,First Owner,21.0,998.0,67.0,90.0,5.0
2065,Maruti Celerio ZXI,2017,425000,40000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
2066,Maruti Celerio ZXI MT BSIV,2017,484999,10000,Petrol,Dealer,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2067,Maruti Celerio ZXI MT BSIV,2017,484999,10000,Petrol,Dealer,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2068,Maruti Celerio ZXI Optional,2017,421000,59500,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
2069,Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2070,Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
2071,Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.0,1248.0,88.0,200.0,5.0
2072,Maruti Ciaz 1.3 Alpha,2017,650000,78000,Diesel,Individual,Manual,Third Owner,28.0,1248.0,88.0,200.0,5.0
